CustID,State,Age,Plan,MonthlyRecharge,DataGB,CallsMin,SMS,Churn
3936,Manipur,38,Prepaid,1624.46,59.92,618,316,Yes
3937,Gujarat,51,Prepaid,865.58,56.45,477,116,No
3938,Haryana,66,Prepaid,1769.18,25.75,666,307,Yes
3939,Uttar Pradesh,68,Prepaid,714.53,88.59,658,134,No
3940,Tamil Nadu,48,Postpaid,852.96,54.37,212,449,No
3941,Madhya Pradesh,48,Postpaid,1138.68,32.44,779,175,Yes
3942,Gujarat,65,Postpaid,57.09,23.5,439,182,Yes
3943,Rajasthan,53,Prepaid,1306.41,83.71,814,113,Yes
3944,Himachal Pradesh,37,Prepaid,614.01,74.45,302,458,Yes
3945,Tripura,42,Postpaid,1762.99,26.88,629,420,Yes
3946,Haryana,67,Prepaid,1219.53,56.21,514,235,Yes
3947,Andhra Pradesh,51,Postpaid,1281.76,23.7,331,227,No
3948,Maharashtra,24,Prepaid,573.77,96.6,963,323,No
3949,Telangana,36,Postpaid,1398.08,14.02,415,477,Yes
3950,Sikkim,64,Postpaid,1828.19,96.01,800,158,No
3951,West Bengal,21,Prepaid,1606.96,94.38,848,266,No
3952,Telangana,66,Prepaid,1770.81,23.9,249,110,Yes
3953,Karnataka,29,Prepaid,476.31,96.75,632,113,Yes
3954,Andhra Pradesh,43,Postpaid,1249.5,79.25,634,381,No
3955,Nagaland,53,Postpaid,1319.24,66.06,594,211,Yes
3956,Telangana,47,Prepaid,1961.56,73.38,995,32,No
3957,Haryana,21,Prepaid,766.67,36.59,981,149,Yes
3958,Meghalaya,35,Prepaid,1184.08,2.16,513,232,No
3959,Himachal Pradesh,33,Postpaid,1429.48,65.24,598,74,Yes
3960,Odisha,51,Postpaid,74.38,63.3,399,301,No
3961,Jharkhand,43,Postpaid,1289.81,59.92,265,53,No
3962,Sikkim,62,Postpaid,1163.69,14.49,269,280,No
3963,Nagaland,51,Prepaid,1246.16,76.8,681,257,Yes
3964,Assam,55,Postpaid,522.39,45.16,638,160,No
3965,Karnataka,32,Prepaid,827.31,98.13,653,430,No
3966,Uttar Pradesh,45,Postpaid,279.83,54.9,250,304,Yes
3967,Manipur,47,Postpaid,1527.01,49.96,879,207,Yes
3968,Kerala,22,Postpaid,642.11,27.09,512,60,Yes
3969,Maharashtra,18,Postpaid,1505.2,53,448,371,No
3970,Himachal Pradesh,18,Postpaid,643.48,32.78,157,406,Yes
3971,Mizoram,49,Postpaid,151.98,78.55,448,241,No
3972,Uttarakhand,62,Postpaid,1354.74,28.98,351,153,Yes
3973,Goa,46,Postpaid,1639.2,75.76,471,174,Yes
3974,Odisha,23,Prepaid,299.76,41.29,766,497,Yes
3975,Uttarakhand,36,Prepaid,1682.28,50.61,175,64,No
3976,Bihar,56,Postpaid,1810.04,96.99,647,174,No
3977,Gujarat,25,Postpaid,1146.66,70.58,135,47,No
3978,Tripura,42,Postpaid,1063,29.24,446,28,No
3979,Manipur,58,Postpaid,1818.61,11.06,206,237,Yes
3980,Haryana,40,Prepaid,891.96,81.8,380,50,Yes
3981,Punjab,32,Postpaid,69.52,89.12,366,85,No
3982,Rajasthan,22,Postpaid,643.31,83.43,920,431,No
3983,West Bengal,25,Prepaid,984.55,40.66,173,60,Yes
3984,Bihar,59,Postpaid,320.05,22.48,945,378,Yes
3985,Andhra Pradesh,38,Prepaid,814.28,45.72,179,135,Yes
3986,Uttar Pradesh,53,Prepaid,1241.58,12.19,910,492,No
3987,Gujarat,39,Prepaid,1128.94,77.22,245,198,Yes
3988,Punjab,69,Postpaid,1864.65,18.09,891,176,Yes
3989,Telangana,57,Prepaid,1445.87,51.31,233,93,No
3990,Chhattisgarh,51,Postpaid,646.11,53.46,249,97,Yes
3991,Rajasthan,40,Postpaid,1236.85,57,190,382,Yes
3992,Chhattisgarh,35,Prepaid,1151.7,88.23,179,190,No
3993,Mizoram,63,Prepaid,1289.58,88.15,53,213,No
3994,Nagaland,51,Prepaid,505.19,26.04,857,323,No
3995,Bihar,47,Prepaid,1603.06,83.16,675,367,Yes
3996,Chhattisgarh,62,Postpaid,1302.8,63.76,654,98,No
3997,Kerala,26,Prepaid,1248.69,77.28,343,338,Yes
3998,Karnataka,61,Postpaid,1493.91,90.44,265,145,No
3999,Karnataka,34,Prepaid,1367.59,6.41,833,445,No
4000,Nagaland,32,Postpaid,1958.01,22.28,744,152,Yes
4001,Telangana,32,Prepaid,1427.54,48.24,545,113,Yes
4002,Himachal Pradesh,28,Prepaid,1844.33,35.91,659,96,Yes
4003,Punjab,67,Postpaid,606.17,3.34,711,245,Yes
4004,Arunachal Pradesh,48,Prepaid,1844.17,98.09,131,446,Yes
4005,Maharashtra,30,Prepaid,266.34,3.67,57,313,No
4006,Chhattisgarh,33,Prepaid,1062.95,71.37,149,23,No
4007,Nagaland,28,Postpaid,513.22,83.96,919,152,No
4008,Sikkim,56,Postpaid,163.34,80.53,551,88,Yes
4009,Goa,69,Postpaid,1389.78,7.96,143,65,Yes
4010,Karnataka,39,Prepaid,281.4,80.19,483,205,Yes
4011,Karnataka,67,Postpaid,184.61,64.3,866,347,Yes
4012,Sikkim,44,Prepaid,172.08,48.4,308,286,Yes
4013,Telangana,45,Prepaid,1335.21,41.1,416,428,Yes
4014,Rajasthan,56,Prepaid,218.22,54.47,106,90,No
4015,Arunachal Pradesh,33,Prepaid,1615.38,41.99,592,110,No
4016,Haryana,28,Prepaid,760.26,62.66,844,188,No
4017,Goa,54,Prepaid,512.22,21.06,980,304,No
4018,Mizoram,20,Prepaid,967.77,36.04,633,52,No
4019,Arunachal Pradesh,51,Postpaid,255.27,1.09,165,82,No
4020,Tripura,22,Prepaid,166.75,56.53,432,251,No
4021,Madhya Pradesh,64,Postpaid,1127.8,91.7,205,464,No
4022,Rajasthan,20,Postpaid,1313.87,70.14,587,88,Yes
4023,Andhra Pradesh,51,Postpaid,755.32,59.28,295,320,Yes
4024,Uttarakhand,49,Postpaid,1985.15,45.69,856,276,No
4025,West Bengal,25,Postpaid,444.21,63.15,102,411,Yes
4026,Kerala,56,Postpaid,1364.42,30.24,615,311,No
4027,Tamil Nadu,69,Postpaid,1898.14,24.68,377,18,Yes
4028,Tamil Nadu,65,Postpaid,1332.8,54.06,265,90,Yes
4029,Madhya Pradesh,39,Postpaid,357.73,26.83,828,210,Yes
4030,Rajasthan,62,Postpaid,478.37,65.2,769,482,No
4031,Arunachal Pradesh,47,Prepaid,923,27.06,700,244,Yes
4032,Madhya Pradesh,18,Postpaid,464.43,62.07,423,275,Yes
4033,Manipur,51,Postpaid,1326.57,82.27,97,99,No
4034,Uttar Pradesh,30,Prepaid,1911.85,79.36,517,286,Yes
4035,Arunachal Pradesh,67,Prepaid,982.55,95.93,98,362,Yes
4036,Odisha,41,Postpaid,959.11,31.67,781,410,Yes
4037,Kerala,37,Prepaid,1188.83,41.91,871,416,No
4038,Rajasthan,70,Prepaid,1394.46,30.5,196,180,Yes
4039,Haryana,27,Prepaid,229.41,52.52,171,120,Yes
4040,Nagaland,63,Postpaid,1709.8,18.09,826,246,No
4041,Meghalaya,50,Postpaid,108.84,98.03,663,119,Yes
4042,Assam,19,Prepaid,1079.53,43.73,832,31,No
4043,Tripura,47,Postpaid,171.24,70.5,673,130,No
4044,Tripura,22,Prepaid,269.28,88.77,583,7,No
4045,Rajasthan,36,Prepaid,1212.14,7.67,481,214,Yes
4046,Madhya Pradesh,21,Postpaid,1601.01,87.24,527,243,Yes
4047,Tripura,25,Postpaid,458.48,55.28,226,226,Yes
4048,Chhattisgarh,59,Postpaid,1783.99,11.91,601,453,No
4049,Sikkim,26,Prepaid,1979.99,79.93,318,238,No
4050,Uttar Pradesh,65,Postpaid,946.93,39.82,807,266,Yes
4051,Himachal Pradesh,69,Postpaid,1231.08,7.59,793,238,Yes
4052,Tripura,45,Postpaid,1166.2,73.09,818,91,Yes
4053,Assam,55,Postpaid,849.65,54.12,778,499,No
4054,Arunachal Pradesh,28,Prepaid,1004.22,79.31,748,161,Yes
4055,Chhattisgarh,33,Prepaid,1210.26,61.99,77,454,No
4056,Manipur,56,Prepaid,1725.31,75.55,318,315,Yes
4057,Rajasthan,57,Postpaid,165.81,14.53,438,323,No
4058,Nagaland,40,Prepaid,1510.67,15.37,56,396,No
4059,Gujarat,41,Postpaid,104.91,33.2,722,123,Yes
4060,Tripura,52,Prepaid,850.09,13.98,459,63,No
4061,West Bengal,25,Postpaid,1248.14,10.58,626,248,No
4062,Assam,19,Postpaid,1074.21,24.31,244,44,No
4063,Rajasthan,52,Postpaid,776.93,5.84,920,334,Yes
4064,Kerala,63,Prepaid,1183.07,24.36,990,223,No
4065,Kerala,40,Postpaid,445.08,18.9,566,183,Yes
4066,Telangana,46,Postpaid,817.97,99.93,695,138,Yes
4067,Haryana,63,Prepaid,420.18,94.52,997,345,No
4068,Punjab,68,Prepaid,1294.41,82.99,738,16,Yes
4069,West Bengal,27,Postpaid,1444.15,61.65,677,199,Yes
4070,Chhattisgarh,31,Postpaid,1053.77,65.68,839,274,Yes
4071,Karnataka,44,Postpaid,392.24,9.53,443,493,Yes
4072,Meghalaya,59,Prepaid,723.39,23.14,612,265,Yes
4073,Karnataka,58,Prepaid,1854.72,33.19,126,428,No
4074,Madhya Pradesh,61,Prepaid,991,56.11,260,442,Yes
4075,Mizoram,57,Postpaid,600.69,9.7,257,329,Yes
4076,Telangana,23,Postpaid,818.61,2.74,478,392,Yes
4077,Uttarakhand,51,Postpaid,1163.85,61.32,942,307,No
4078,Kerala,68,Prepaid,349.96,77.64,454,175,No
4079,Uttar Pradesh,33,Postpaid,992.19,85.94,143,260,No
4080,Assam,28,Postpaid,619.12,81.25,383,497,Yes
4081,Maharashtra,26,Prepaid,716.65,95.47,433,154,No
4082,Telangana,23,Postpaid,944.85,87.49,761,237,Yes
4083,Goa,68,Prepaid,599.52,82.36,527,390,Yes
4084,Gujarat,20,Prepaid,507.33,71.35,236,354,No
4085,Odisha,53,Prepaid,1145.34,40.07,547,411,Yes
4086,Kerala,64,Postpaid,1149.2,17.58,359,174,No
4087,Tripura,42,Prepaid,1930.42,40.81,240,324,Yes
4088,Maharashtra,52,Prepaid,497.28,90.42,756,164,Yes
4089,Chhattisgarh,20,Prepaid,1355.92,3.58,784,118,Yes
4090,Punjab,41,Prepaid,1020.14,61.89,886,120,No
4091,Andhra Pradesh,66,Postpaid,1705.84,99.21,381,370,Yes
4092,Tamil Nadu,61,Postpaid,1440.36,53.58,910,400,No
4093,Karnataka,45,Postpaid,1592.95,19.17,75,428,No
4094,Haryana,65,Postpaid,638.39,38.88,839,269,No
4095,Madhya Pradesh,28,Postpaid,1722.22,83.74,625,492,No
4096,Mizoram,43,Postpaid,853.35,41.1,700,281,Yes
4097,Meghalaya,18,Prepaid,169.27,78.51,742,257,Yes
4098,Meghalaya,28,Postpaid,1269.07,8.7,529,81,No
4099,Goa,52,Postpaid,1673.43,77.75,615,130,No
4100,Chhattisgarh,58,Prepaid,161,50.03,177,97,Yes
4101,Maharashtra,70,Postpaid,370.73,15.52,166,276,No
4102,Odisha,46,Postpaid,159.71,12.63,504,496,No
4103,Mizoram,68,Postpaid,171.43,73.09,634,9,Yes
4104,Sikkim,20,Prepaid,738.98,20.86,196,191,No
4105,Sikkim,30,Postpaid,332.78,14.6,670,113,Yes
4106,Haryana,27,Postpaid,1311.68,43.88,156,319,Yes
4107,Arunachal Pradesh,63,Prepaid,1257.87,90.1,512,401,Yes
4108,Nagaland,34,Prepaid,215.99,87.97,743,349,No
4109,Mizoram,50,Postpaid,1137.66,31.93,364,123,Yes
4110,Kerala,53,Prepaid,142.14,36.68,606,393,Yes
4111,Haryana,20,Postpaid,1776.97,40.78,95,345,No
4112,Tamil Nadu,58,Postpaid,785.11,63.01,268,419,Yes
4113,Bihar,35,Prepaid,1148.05,38.04,323,481,No
4114,Telangana,37,Postpaid,1020.8,99.17,50,309,Yes
4115,Karnataka,54,Postpaid,140.33,51.67,703,52,No
4116,Uttarakhand,18,Prepaid,468.06,83.1,845,155,Yes
4117,Maharashtra,47,Prepaid,1268.32,12.99,887,129,No
4118,Goa,63,Prepaid,1696.7,46.8,757,463,No
4119,Himachal Pradesh,61,Postpaid,984.94,60.2,887,417,No
4120,Madhya Pradesh,59,Postpaid,1279.77,91.95,759,455,Yes
4121,Tamil Nadu,48,Postpaid,399.28,7.06,379,417,Yes
4122,Sikkim,26,Postpaid,1197.18,61.24,165,209,Yes
4123,Chhattisgarh,39,Postpaid,1700.85,53.65,416,80,No
4124,Andhra Pradesh,19,Postpaid,1257.35,61.42,503,274,No
4125,Assam,20,Prepaid,1691.87,91.37,914,323,Yes
4126,Chhattisgarh,66,Prepaid,1709.31,5.94,930,472,Yes
4127,Mizoram,55,Prepaid,1954.51,30,51,496,No
4128,Madhya Pradesh,34,Prepaid,1384.49,92.92,249,279,No
4129,Tripura,52,Postpaid,1309.24,7.85,792,158,Yes
4130,Nagaland,54,Prepaid,167.56,67.21,182,312,Yes
4131,Odisha,66,Postpaid,172.1,45.95,558,425,Yes
4132,Gujarat,43,Postpaid,1536.04,89.36,222,418,Yes
4133,Meghalaya,53,Postpaid,1165.23,69.75,325,93,Yes
4134,Tripura,30,Prepaid,1372.42,54.11,876,233,Yes
4135,Chhattisgarh,48,Prepaid,163.67,31.33,904,68,No
4136,Sikkim,54,Postpaid,558.83,13.06,95,108,No
4137,Tamil Nadu,35,Prepaid,503.11,22.29,908,218,Yes
4138,Andhra Pradesh,46,Prepaid,239.49,42.44,435,158,No
4139,Madhya Pradesh,65,Prepaid,1379.36,14.16,369,114,Yes
4140,Kerala,21,Postpaid,1214.64,1.52,668,16,No
4141,Madhya Pradesh,35,Postpaid,1173.36,85.27,391,26,No
4142,Sikkim,62,Postpaid,824.25,92.24,975,211,No
4143,Meghalaya,50,Postpaid,413.47,82.52,496,296,No
4144,Punjab,68,Prepaid,496.08,87.72,527,411,No
4145,Rajasthan,57,Postpaid,72.61,67.85,528,167,No
4146,Assam,70,Prepaid,1597.75,83.51,993,84,No
4147,Odisha,39,Prepaid,1574.81,53.63,727,495,Yes
4148,Telangana,42,Postpaid,1126.88,4.78,107,119,No
4149,Madhya Pradesh,42,Postpaid,1538.62,53.92,562,418,Yes
4150,Nagaland,63,Prepaid,1596.21,25.29,576,278,No
4151,Rajasthan,40,Postpaid,330.83,2.69,200,487,Yes
4152,Kerala,56,Postpaid,1948.72,82.58,102,10,No
4153,West Bengal,33,Postpaid,313.39,24.34,329,217,Yes
4154,Arunachal Pradesh,64,Postpaid,885.87,49.99,689,500,No
4155,Nagaland,52,Postpaid,1341.95,42.34,995,51,Yes
4156,Odisha,31,Postpaid,581.94,49.47,429,52,Yes
4157,Tamil Nadu,29,Postpaid,1144.36,87.29,781,427,No
4158,Uttarakhand,31,Postpaid,700.46,20.88,927,300,No
4159,Sikkim,47,Postpaid,804.58,51.9,810,224,Yes
4160,Tamil Nadu,42,Prepaid,63.43,27.17,859,67,No
4161,Goa,66,Prepaid,768.27,38.74,487,412,Yes
4162,Kerala,35,Postpaid,1762.54,57.52,78,109,No
4163,Goa,24,Postpaid,1159.18,94.91,249,170,No
4164,Kerala,27,Prepaid,617.85,67.46,927,139,Yes
4165,Odisha,60,Postpaid,1115.13,68.18,468,5,Yes
4166,Punjab,64,Postpaid,843.41,81.15,116,220,No
4167,Tamil Nadu,25,Postpaid,838.04,1.85,166,296,No
4168,Telangana,22,Postpaid,226.28,28.83,882,277,Yes
4169,Andhra Pradesh,65,Prepaid,1452.6,30.59,450,141,Yes
4170,Maharashtra,69,Prepaid,1416.3,50.27,589,464,Yes
4171,Odisha,33,Prepaid,827.71,20.91,846,226,No
4172,Telangana,45,Postpaid,507.71,34.5,929,486,Yes
4173,Chhattisgarh,56,Postpaid,607.39,10.5,475,157,No
4174,Punjab,22,Postpaid,714.4,37.36,784,21,No
4175,Chhattisgarh,28,Prepaid,1634.88,26.28,309,201,Yes
4176,Andhra Pradesh,57,Prepaid,1712.69,3.87,157,238,No
4177,West Bengal,61,Postpaid,295.69,30.51,644,101,Yes
4178,Madhya Pradesh,20,Prepaid,1174.68,57.7,238,488,No
4179,Jharkhand,59,Prepaid,566.61,53.38,399,185,Yes
4180,Madhya Pradesh,22,Postpaid,690.71,78.95,816,62,Yes
4181,Karnataka,56,Prepaid,1919.29,83.24,880,438,No
4182,Andhra Pradesh,34,Prepaid,895.16,97,311,316,No
4183,Meghalaya,30,Prepaid,1652.8,62,301,50,No
4184,Chhattisgarh,39,Postpaid,1217.69,23.49,963,163,No
4185,Rajasthan,64,Prepaid,368.25,82.96,525,170,No
4186,Punjab,28,Prepaid,1215.47,36.32,458,143,No
4187,Sikkim,68,Prepaid,60.5,66.25,497,472,No
4188,Gujarat,63,Prepaid,424.83,36.92,410,160,No
4189,Odisha,61,Prepaid,355.15,51.9,709,468,Yes
4190,Uttarakhand,35,Postpaid,541.75,1.69,674,174,Yes
4191,Sikkim,52,Postpaid,1569.69,98.62,544,254,Yes
4192,Goa,27,Postpaid,202.73,78.93,548,306,No
4193,Tamil Nadu,61,Prepaid,138.31,35.33,354,32,No
4194,Maharashtra,24,Postpaid,1623.58,31.26,399,476,No
4195,Meghalaya,23,Postpaid,219.98,9.49,271,118,Yes
4196,Manipur,56,Prepaid,1898.44,18.46,877,191,No
4197,Telangana,65,Prepaid,411.88,24.49,584,33,Yes
4198,Uttar Pradesh,24,Postpaid,1850.67,86.81,811,225,Yes
4199,Assam,23,Prepaid,1479.81,60.56,527,395,No
4200,Punjab,47,Prepaid,355.01,48.6,560,310,Yes
4201,Haryana,34,Postpaid,1186.87,79.27,706,364,No
4202,Maharashtra,24,Prepaid,449.07,21.91,87,82,Yes
4203,Punjab,39,Postpaid,1884.09,48.1,887,130,Yes
4204,Odisha,22,Postpaid,157.79,89.81,145,236,No
4205,Telangana,55,Prepaid,1113.67,87.48,383,393,No
4206,West Bengal,38,Prepaid,1724.18,70.18,593,326,No
4207,Kerala,54,Prepaid,536.83,87.81,437,328,Yes
4208,Himachal Pradesh,66,Postpaid,1685.55,6.61,598,44,Yes
4209,Madhya Pradesh,70,Prepaid,807.8,81.31,520,215,Yes
4210,Kerala,22,Postpaid,948.77,64.4,458,380,No
4211,Punjab,47,Prepaid,375.35,8.11,392,133,Yes
4212,Manipur,66,Prepaid,1373.7,82.63,303,303,No
4213,Tripura,69,Prepaid,1160.71,2.07,816,471,Yes
4214,Meghalaya,49,Postpaid,1769.79,91.79,293,176,No
4215,Himachal Pradesh,19,Postpaid,690.97,81.67,619,179,Yes
4216,Maharashtra,28,Prepaid,973.41,70.57,472,3,No
4217,Telangana,25,Prepaid,1237.15,30.6,229,248,Yes
4218,Bihar,37,Postpaid,1325.9,56.89,791,106,Yes
4219,West Bengal,70,Postpaid,970.96,63.07,913,27,Yes
4220,Mizoram,37,Prepaid,1119.95,61.77,453,311,Yes
4221,Manipur,39,Postpaid,779.22,26.33,847,52,Yes
4222,Mizoram,63,Prepaid,1376.05,86.72,370,288,No
4223,Mizoram,67,Prepaid,1811.16,46.88,759,12,No
4224,Karnataka,40,Prepaid,909.48,77.06,162,415,No
4225,Telangana,42,Postpaid,276.36,52.46,338,389,No
4226,Meghalaya,26,Postpaid,372.98,12.72,622,85,Yes
4227,Rajasthan,60,Prepaid,1909.79,68.02,116,214,No
4228,Nagaland,32,Postpaid,683.49,47.87,529,135,No
4229,Tamil Nadu,65,Prepaid,1712.98,8.78,942,139,Yes
4230,Bihar,67,Postpaid,316.56,1.83,156,327,Yes
4231,West Bengal,34,Prepaid,887.4,38.46,353,273,Yes
4232,Goa,53,Postpaid,1285.7,52.43,735,177,Yes
4233,Tamil Nadu,43,Prepaid,1306.28,39.76,293,160,No
4234,Arunachal Pradesh,64,Prepaid,1876.68,64.34,95,301,Yes
4235,Himachal Pradesh,26,Postpaid,1157.12,45.3,126,431,No
4236,Sikkim,46,Postpaid,578.05,5.46,864,56,Yes
4237,Chhattisgarh,53,Prepaid,603.35,68.09,922,227,No
4238,Tripura,39,Postpaid,359.76,29.16,859,1,No
4239,Haryana,52,Prepaid,84.4,43.95,199,215,Yes
4240,Uttarakhand,64,Prepaid,273.51,42.2,860,484,Yes
4241,Madhya Pradesh,47,Postpaid,1548.05,5.55,988,151,No
4242,Tripura,58,Postpaid,315.96,94.61,863,89,No
4243,Nagaland,55,Prepaid,137.19,59.56,752,365,No
4244,Punjab,28,Postpaid,1071.29,88.44,151,316,No
4245,Madhya Pradesh,65,Postpaid,1408.75,2.29,834,234,Yes
4246,Tripura,58,Prepaid,421.62,29.74,931,22,No
4247,Jharkhand,66,Prepaid,1792.25,8.15,529,134,No
4248,Rajasthan,51,Prepaid,1486.73,63,319,349,Yes
4249,Arunachal Pradesh,37,Postpaid,1739.09,61.46,192,296,No
4250,West Bengal,69,Postpaid,1038.94,22.57,437,80,Yes
4251,Rajasthan,51,Postpaid,1984.69,7.08,695,157,Yes
4252,Rajasthan,60,Postpaid,1161.01,77.85,306,118,Yes
4253,Madhya Pradesh,27,Postpaid,1336.32,47.75,986,81,No
4254,Haryana,68,Postpaid,346.78,39.76,384,455,Yes
4255,Bihar,23,Postpaid,1228.25,87.11,658,496,No
4256,Bihar,32,Postpaid,1737.67,51.92,943,133,Yes
4257,Himachal Pradesh,62,Postpaid,1341.48,94.13,455,22,No
4258,Gujarat,47,Postpaid,1679.9,65.04,430,303,No
4259,Goa,34,Postpaid,1372.79,25.31,943,361,No
4260,Manipur,68,Prepaid,1500.58,98.83,265,92,No
4261,Chhattisgarh,24,Postpaid,1127.03,36.95,206,24,No
4262,Uttarakhand,30,Prepaid,304.58,54.11,312,29,Yes
4263,Karnataka,20,Postpaid,181.61,98.43,700,144,No
4264,Uttarakhand,61,Postpaid,1192.84,15.99,893,158,Yes
4265,Mizoram,48,Postpaid,1654.46,71.8,628,237,No
4266,Meghalaya,62,Prepaid,200.75,14.96,555,222,No
4267,Tamil Nadu,37,Prepaid,1242.56,93.14,911,498,Yes
4268,Andhra Pradesh,36,Prepaid,238.84,99.76,926,446,No
4269,Tripura,42,Prepaid,1666.08,27.8,738,56,No
4270,Arunachal Pradesh,18,Prepaid,1889.68,94.5,141,294,Yes
4271,Bihar,57,Prepaid,1560.08,40.91,894,131,No
4272,Gujarat,23,Postpaid,1281.65,2.54,883,153,No
4273,Uttarakhand,36,Prepaid,1756.73,51.7,492,22,Yes
4274,Madhya Pradesh,46,Postpaid,1740.34,22.17,621,151,Yes
4275,Andhra Pradesh,45,Prepaid,1094.94,57.12,386,91,Yes
4276,Kerala,29,Prepaid,226.52,19.96,945,294,No
4277,Mizoram,21,Postpaid,993.37,21.86,829,379,No
4278,Uttarakhand,38,Postpaid,366.43,57.34,961,368,No
4279,Gujarat,30,Postpaid,908.64,33.37,989,96,No
4280,Madhya Pradesh,52,Prepaid,1540.12,33.15,799,189,Yes
4281,Assam,55,Prepaid,1004.82,27.06,334,66,No
4282,Sikkim,53,Prepaid,1906.27,15.79,599,435,Yes
4283,Uttar Pradesh,62,Postpaid,1910.18,84.57,368,21,No
4284,Tamil Nadu,57,Prepaid,541.94,91.88,586,444,No
4285,Haryana,54,Prepaid,471.84,97.15,398,345,Yes
4286,Meghalaya,43,Postpaid,1021.56,91.76,854,433,Yes
4287,Odisha,20,Prepaid,1336.85,9.69,463,404,Yes
4288,Goa,51,Postpaid,1049.92,48.17,705,116,No
4289,Andhra Pradesh,44,Prepaid,1052.71,50.72,818,199,Yes
4290,Gujarat,42,Prepaid,712.66,12.84,723,24,Yes
4291,Uttarakhand,50,Prepaid,438.47,32.28,478,134,Yes
4292,Assam,66,Postpaid,465.56,62.47,648,351,Yes
4293,Jharkhand,30,Postpaid,343.39,74.06,489,62,No
4294,Tamil Nadu,38,Postpaid,1550.68,8.43,296,219,Yes
4295,Maharashtra,52,Prepaid,1662.18,23.07,187,438,Yes
4296,Tripura,53,Prepaid,808.48,32.14,194,290,Yes
4297,Assam,68,Postpaid,618.13,90.97,558,100,No
4298,Himachal Pradesh,33,Prepaid,1408.52,24.34,906,385,Yes
4299,Uttarakhand,21,Postpaid,1273.86,19.34,996,403,Yes
4300,Karnataka,39,Prepaid,1571.4,35.43,563,40,No
4301,Manipur,30,Postpaid,83.94,40.44,662,324,Yes
4302,Maharashtra,61,Postpaid,758.71,36.54,1000,125,No
4303,Tamil Nadu,61,Prepaid,1885.61,7,131,104,No
4304,Assam,68,Postpaid,355.76,14.54,869,356,No
4305,Goa,61,Postpaid,941.01,19.85,533,445,No
4306,Andhra Pradesh,37,Postpaid,1599.92,34.48,154,274,Yes
4307,Jharkhand,62,Postpaid,1604.29,49.83,643,118,No
4308,Madhya Pradesh,26,Postpaid,1018,47.16,764,387,Yes
4309,Jharkhand,37,Postpaid,1474.5,86.42,298,252,No
4310,Uttarakhand,65,Prepaid,503.76,25.12,253,49,No
4311,Jharkhand,19,Postpaid,1180.65,72.98,861,280,Yes
4312,Telangana,20,Prepaid,194.84,48.77,865,126,No
4313,Goa,59,Postpaid,338.19,76.71,183,162,No
4314,Uttarakhand,35,Prepaid,960.87,90.85,68,392,No
4315,Himachal Pradesh,53,Postpaid,792.59,42.67,791,462,No
4316,Arunachal Pradesh,41,Prepaid,672.77,17.23,961,181,Yes
4317,West Bengal,39,Prepaid,1787.93,34.45,211,127,Yes
4318,Uttar Pradesh,36,Postpaid,84.29,96.51,502,158,No
4319,Assam,21,Prepaid,1328.21,6.85,267,356,Yes
4320,Karnataka,31,Prepaid,51.87,34.83,438,254,Yes
4321,Tamil Nadu,22,Prepaid,441.14,65.56,784,113,Yes
4322,Sikkim,49,Prepaid,1676.81,11.41,787,209,No
4323,Madhya Pradesh,68,Prepaid,682.27,64.98,289,39,Yes
4324,Bihar,38,Prepaid,1054.78,99.35,864,218,Yes
4325,Mizoram,35,Postpaid,242.93,51.92,748,80,Yes
4326,Gujarat,32,Postpaid,1476.9,42.05,916,364,Yes
4327,Chhattisgarh,62,Postpaid,818.13,13.56,462,371,Yes
4328,Goa,57,Postpaid,242,99.34,363,171,Yes
4329,Gujarat,20,Prepaid,812.81,37.02,855,208,No
4330,Tripura,61,Postpaid,1786.6,73.98,289,373,Yes
4331,Assam,29,Prepaid,1769.88,48.36,908,161,Yes
4332,Jharkhand,22,Postpaid,480.1,27.04,461,425,No
4333,Rajasthan,45,Prepaid,1819.44,27.65,745,353,Yes
4334,Tamil Nadu,28,Prepaid,1166.97,85.24,320,406,No
4335,Tripura,67,Prepaid,98.14,55.37,777,203,Yes
4336,Bihar,46,Prepaid,1088.58,51.99,791,125,No
4337,Sikkim,34,Postpaid,317.11,97.69,360,120,Yes
4338,Odisha,69,Postpaid,366.16,40.69,541,385,No
4339,Gujarat,45,Prepaid,1147.05,97.62,774,344,Yes
4340,Bihar,40,Prepaid,866.27,96.14,399,134,Yes
4341,Andhra Pradesh,20,Prepaid,405.93,35.56,855,349,No
4342,Tamil Nadu,19,Postpaid,561.23,70.71,327,248,Yes
4343,Goa,26,Prepaid,377.03,54.95,145,10,No
4344,Jharkhand,30,Prepaid,1827.18,74.53,290,491,Yes
4345,Rajasthan,34,Postpaid,1763.75,51.55,821,159,Yes
4346,Telangana,61,Postpaid,1496.58,98.02,786,348,Yes
4347,Uttar Pradesh,53,Postpaid,1476.65,55.93,863,356,No
4348,Meghalaya,25,Prepaid,205.74,4.87,987,414,No
4349,Meghalaya,21,Postpaid,1256.89,81.75,194,489,No
4350,Tripura,62,Postpaid,1829.49,70.09,104,114,No
4351,Karnataka,32,Postpaid,272.69,66.93,205,492,Yes
4352,Chhattisgarh,26,Postpaid,1394.55,69.41,121,403,Yes
4353,Tripura,55,Prepaid,259.11,17.55,99,239,Yes
4354,Maharashtra,58,Prepaid,1946.55,47.92,179,159,Yes
